"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total",
"0500000US53027","Grays Harbor County, Washington","74737","null","*****","*****",
"0500000US53029","Island County, Washington","85938","null","*****","*****",
"0500000US53031","Jefferson County, Washington","32590","null","*****","*****",
"0500000US53033","King County, Washington","2240876","null","*****","*****",
"0500000US53035","Kitsap County, Washington","273072","null","*****","*****",
"0500000US53037","Kittitas County, Washington","44147","null","*****","*****",
"0500000US53039","Klickitat County, Washington","22478","null","*****","*****",
"0500000US53041","Lewis County, Washington","81214","null","*****","*****",
"0500000US53043","Lincoln County, Washington","10798","null","*****","*****",
"0500000US53045","Mason County, Washington","64964","null","*****","*****",
"0500000US53047","Okanogan County, Washington","41966","null","*****","*****",
"0500000US53049","Pacific County, Washington","22974","null","*****","*****",
"0500000US53051","Pend Oreille County, Washington","13302","null","*****","*****",
"0500000US53053","Pierce County, Washington","910225","null","*****","*****",
"0500000US53055","San Juan County, Washington","17631","null","*****","*****",
"0500000US53057","Skagit County, Washington","128228","null","*****","*****",
"0500000US53059","Skamania County, Washington","11973","null","*****","*****",
"0500000US53061","Snohomish County, Washington","820024","null","*****","*****",
"0500000US53063","Spokane County, Washington","531477","null","*****","*****",
"0500000US53065","Stevens County, Washington","46057","null","*****","*****",
"0500000US53067","Thurston County, Washington","290642","null","*****","*****",
"0500000US53069","Wahkiakum County, Washington","4373","null","*****","*****",
"0500000US53071","Walla Walla County, Washington","62168","null","*****","*****",
"0500000US53073","Whatcom County, Washington","224533","null","*****","*****",
"0500000US53075","Whitman County, Washington","48197","null","*****","*****",
"0500000US53077","Yakima County, Washington","255151","null","*****","*****",
"0500000US54001","Barbour County, West Virginia","15600","null","*****","*****",
"0500000US54003","Berkeley County, West Virginia","120460","null","*****","*****",
"0500000US54005","Boone County, West Virginia","22059","null","*****","*****",
"0500000US54007","Braxton County, West Virginia","12702","null","*****","*****",
"0500000US54009","Brooke County, West Virginia","22603","null","*****","*****",
"0500000US54011","Cabell County, West Virginia","94622","null","*****","*****",
"0500000US54013","Calhoun County, West Virginia","6420","null","*****","*****",
"0500000US54015","Clay County, West Virginia","8176","null","*****","*****",
"0500000US54017","Doddridge County, West Virginia","7929","null","*****","*****",
"0500000US54019","Fayette County, West Virginia","41056","null","*****","*****",
"0500000US54021","Gilmer County, West Virginia","7516","null","*****","*****",
"0500000US54023","Grant County, West Virginia","11063","null","*****","*****",
"0500000US54025","Greenbrier County, West Virginia","33307","null","*****","*****",
"0500000US54027","Hampshire County, West Virginia","23214","null","*****","*****",
"0500000US54029","Hancock County, West Virginia","29223","null","*****","*****",
"0500000US54031","Hardy County, West Virginia","14269","null","*****","*****",
"0500000US54033","Harrison County, West Virginia","66222","null","*****","*****",
"0500000US54035","Jackson County, West Virginia","28011","null","*****","*****",
"0500000US54037","Jefferson County, West Virginia","57542","null","*****","*****",
"0500000US54039","Kanawha County, West Virginia","181953","null","*****","*****",
"0500000US54041","Lewis County, West Virginia","16966","null","*****","*****",
"0500000US54043","Lincoln County, West Virginia","20625","null","*****","*****",
"0500000US54045","Logan County, West Virginia","32786","null","*****","*****",
"0500000US54047","McDowell County, West Virginia","19334","null","*****","*****",
"0500000US54049","Marion County, West Virginia","56256","null","*****","*****",
"0500000US54051","Marshall County, West Virginia","30813","null","*****","*****",
"0500000US54053","Mason County, West Virginia","25667","null","*****","*****",
"0500000US54055","Mercer County, West Virginia","59892","null","*****","*****",
"0500000US54057","Mineral County, West Virginia","27045","null","*****","*****",
"0500000US54059","Mingo County, West Virginia","23821","null","*****","*****",
"0500000US54061","Monongalia County, West Virginia","105695","null","*****","*****",
"0500000US54063","Monroe County, West Virginia","12492","null","*****","*****",
"0500000US54065","Morgan County, West Virginia","17144","null","*****","*****",
"0500000US54067","Nicholas County, West Virginia","24770","null","*****","*****",
"0500000US54069","Ohio County, West Virginia","42443","null","*****","*****",
"0500000US54071","Pendleton County, West Virginia","6249","null","*****","*****",
"0500000US54073","Pleasants County, West Virginia","7623","null","*****","*****",
"0500000US54075","Pocahontas County, West Virginia","8006","null","*****","*****",
"0500000US54077","Preston County, West Virginia","34266","null","*****","*****",
"0500000US54079","Putnam County, West Virginia","57385","null","*****","*****",
"0500000US54081","Raleigh County, West Virginia","74929","null","*****","*****",
"0500000US54083","Randolph County, West Virginia","28150","null","*****","*****",
"0500000US54085","Ritchie County, West Virginia","8676","null","*****","*****",
"0500000US54087","Roane County, West Virginia","14129","null","*****","*****",
"0500000US54089","Summers County, West Virginia","12125","null","*****","*****",
"0500000US54091","Taylor County, West Virginia","16727","null","*****","*****",
"0500000US54093","Tucker County, West Virginia","6822","null","*****","*****",
"0500000US54095","Tyler County, West Virginia","8397","null","*****","*****",
"0500000US54097","Upshur County, West Virginia","23965","null","*****","*****",
"0500000US54099","Wayne County, West Virginia","39337","null","*****","*****",
"0500000US54101","Webster County, West Virginia","8415","null","*****","*****",
"0500000US54103","Wetzel County, West Virginia","14629","null","*****","*****",
"0500000US54105","Wirt County, West Virginia","5264","null","*****","*****",
"0500000US54107","Wood County, West Virginia","84678","null","*****","*****",
"0500000US54109","Wyoming County, West Virginia","21581","null","*****","*****",
"0500000US55001","Adams County, Wisconsin","20505","null","*****","*****",
"0500000US55003","Ashland County, Wisconsin","16002","null","*****","*****",
"0500000US55005","Barron County, Wisconsin","46529","null","*****","*****",
"0500000US55007","Bayfield County, Wisconsin","16031","null","*****","*****",
"0500000US55009","Brown County, Wisconsin","267364","null","*****","*****",
"0500000US55011","Buffalo County, Wisconsin","13314","null","*****","*****",
"0500000US55013","Burnett County, Wisconsin","16356","null","*****","*****",
"0500000US55015","Calumet County, Wisconsin","52128","null","*****","*****",
"0500000US55017","Chippewa County, Wisconsin","65877","null","*****","*****",
"0500000US55019","Clark County, Wisconsin","34655","null","*****","*****",
"0500000US55021","Columbia County, Wisconsin","58219","null","*****","*****",
"0500000US55023","Crawford County, Wisconsin","16167","null","*****","*****",
"0500000US55025","Dane County, Wisconsin","555474","null","*****","*****",
"0500000US55027","Dodge County, Wisconsin","89274","null","*****","*****",
"0500000US55029","Door County, Wisconsin","29713","null","*****","*****",
"0500000US55031","Douglas County, Wisconsin","44034","null","*****","*****",
"0500000US55033","Dunn County, Wisconsin","45254","null","*****","*****",
"0500000US55035","Eau Claire County, Wisconsin","105206","null","*****","*****",
"0500000US55037","Florence County, Wisconsin","4542","null","*****","*****",
"0500000US55039","Fond du Lac County, Wisconsin","103890","null","*****","*****",
"0500000US55041","Forest County, Wisconsin","9184","null","*****","*****",
"0500000US55043","Grant County, Wisconsin","52210","null","*****","*****",
"0500000US55045","Green County, Wisconsin","37098","null","*****","*****",
"0500000US55047","Green Lake County, Wisconsin","18990","null","*****","*****",
"0500000US55049","Iowa County, Wisconsin","23715","null","*****","*****",
"0500000US55051","Iron County, Wisconsin","6074","null","*****","*****",
"0500000US55053","Jackson County, Wisconsin","21004","null","*****","*****",
"0500000US55055","Jefferson County, Wisconsin","84808","null","*****","*****",
"0500000US55057","Juneau County, Wisconsin","26595","null","*****","*****",
"0500000US55059","Kenosha County, Wisconsin","168743","null","*****","*****",
"0500000US55061","Kewaunee County, Wisconsin","20535","null","*****","*****",
"0500000US55063","La Crosse County, Wisconsin","120291","null","*****","*****",
"0500000US55065","Lafayette County, Wisconsin","16662","null","*****","*****",
"0500000US55067","Langlade County, Wisconsin","19469","null","*****","*****",
"0500000US55069","Lincoln County, Wisconsin","28378","null","*****","*****",
"0500000US55071","Manitowoc County, Wisconsin","81103","null","*****","*****",
"0500000US55073","Marathon County, Wisconsin","137597","null","*****","*****",
"0500000US55075","Marinette County, Wisconsin","41720","null","*****","*****",
"0500000US55077","Marquette County, Wisconsin","15515","null","*****","*****",
"0500000US55078","Menominee County, Wisconsin","4318","null","*****","*****",
"0500000US55079","Milwaukee County, Wisconsin","939123","null","*****","*****",
"0500000US55081","Monroe County, Wisconsin","46091","null","*****","*****",
"0500000US55083","Oconto County, Wisconsin","38691","null","*****","*****",
"0500000US55085","Oneida County, Wisconsin","37468","null","*****","*****",
"0500000US55087","Outagamie County, Wisconsin","189620","null","*****","*****",
"0500000US55089","Ozaukee County, Wisconsin","91029","null","*****","*****",
"0500000US55091","Pepin County, Wisconsin","7328","null","*****","*****",
"0500000US55093","Pierce County, Wisconsin","42204","null","*****","*****",
"0500000US55095","Polk County, Wisconsin","44806","null","*****","*****",
"0500000US55097","Portage County, Wisconsin","70378","null","*****","*****",
"0500000US55099","Price County, Wisconsin","14003","null","*****","*****",
"0500000US55101","Racine County, Wisconsin","197379","null","*****","*****",
"0500000US55103","Richland County, Wisconsin","17353","null","*****","*****",
"0500000US55105","Rock County, Wisconsin","163522","null","*****","*****",
"0500000US55107","Rusk County, Wisconsin","14182","null","*****","*****",
"0500000US55109","St. Croix County, Wisconsin","92495","null","*****","*****",
"0500000US55111","Sauk County, Wisconsin","65428","null","*****","*****",
"0500000US55113","Sawyer County, Wisconsin","17813","null","*****","*****",
"0500000US55115","Shawano County, Wisconsin","40836","null","*****","*****",
"0500000US55117","Sheboygan County, Wisconsin","117528","null","*****","*****",
"0500000US55119","Taylor County, Wisconsin","19960","null","*****","*****",
